c0 # of samps: 615 (601 weighted)
c0 # of feats: 8 (48 binary)
c0 # of labls: 2
c0 parse time: 0.3163


c0 computing feature 1
c1 computing class: (-inf..2.67]
c1 discrimination constraints: 347h
c1 coverage constraints: 253v+10880h
c1 formula: 349v, 11371c (11275h+96s)
c1 enumerating rules (maxsat-based)
c1 rule: 'A5: (311.33..+inf)', 'A6: (24.42..28.63]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (311.33..+inf)', 'A7: (0.32..0.45]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (311.33..+inf)', 'A8: (46.5..55.0]' => 'A1: (-inf..2.67]'
c1 rule: 'A2: (152.0..174.5]', 'A5: (58.83..93.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A2: (129.5..152.0]', 'A5: (58.83..93.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (151.0..208.0]', 'A6: (37.77..42.68]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (49.33..61.33]', 'A4: (40.33..48.67]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (49.33..61.33]', 'A6: (37.77..42.68]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (208.0..311.33]', 'A6: (-inf..24.42]' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (48.67..+inf)', 'A5: (208.0..311.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A6: (42.68..+inf)', 'A8: (55.0..63.5]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (151.0..208.0]', 'A6: (42.68..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (98.67..+inf)', 'A5: (58.83..93.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (98.67..+inf)', 'A6: (28.63..33.65]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (-inf..49.33]', 'A4: (40.33..48.67]' => 'A1: (-inf..2.67]'
c1 rule: 'A5: (58.83..93.33]', 'A6: (42.68..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (48.67..+inf)', 'A6: (42.68..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (48.67..+inf)', 'A5: (58.83..93.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A2: (129.5..152.0]', 'A4: (48.67..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A2: (-inf..84.5]', 'A4: (48.67..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (48.67..+inf)', 'A8: (-inf..29.5]' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (48.67..+inf)', 'A7: (0.45..0.61]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (-inf..49.33]', 'A7: (0.32..0.45]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (-inf..49.33]', 'A6: (37.77..42.68]' => 'A1: (-inf..2.67]'
c1 rule: 'A2: (152.0..174.5]', 'A3: (-inf..49.33]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (-inf..49.33]', 'A7: (0.83..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (98.67..+inf)', 'A5: (93.33..151.0]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (98.67..+inf)', 'A7: (0.32..0.45]' => 'A1: (-inf..2.67]'
c1 rule: 'A3: (98.67..+inf)', 'A6: (-inf..24.42]' => 'A1: (-inf..2.67]'
c1 rule: 'A6: (-inf..24.42]', 'A8: (63.5..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A7: (0.61..0.83]', 'A8: (63.5..+inf)' => 'A1: (-inf..2.67]'
c1 rule: 'A4: (-inf..15.33]', 'A6: (42.68..+inf)', 'A7: (0.32..0.45]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (174.5..+inf)', 'A7: (0.32..0.45]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (-inf..84.5]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A6: (42.68..+inf)', 'A7: (0.61..0.83]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (-inf..84.5]', 'A4: (-inf..15.33]', 'A6: (33.65..37.77]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (-inf..84.5]', 'A3: (61.33..74.0]', 'A6: (-inf..24.42]' => 'A8: (-inf..29.5]'
c1 rule: 'A3: (-inf..49.33]', 'A6: (-inf..24.42]', not 'A2: (107.0..129.5]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A5: (151.0..208.0]', 'A7: (0.45..0.61]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A3: (74.0..85.67]', 'A7: (0.61..0.83]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (5.33..8.0]', 'A6: (-inf..24.42]', 'A7: (0.21..0.32]', not 'A4: (15.33..23.67]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (61.33..74.0]', 'A6: (-inf..24.42]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (84.5..107.0]', 'A4: (-inf..15.33]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A3: (61.33..74.0]', 'A4: (-inf..15.33]', 'A6: (37.77..42.68]', not 'A2: (152.0..174.5]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (-inf..15.33]', 'A7: (0.32..0.45]', not 'A6: (28.63..33.65]' => 'A8: (-inf..29.5]'
c1 rule: 'A4: (-inf..15.33]', 'A7: (0.32..0.45]', not 'A3: (74.0..85.67]', not 'A6: (28.63..33.65]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (84.5..107.0]', 'A4: (-inf..15.33]', 'A6: (33.65..37.77]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (84.5..107.0]', 'A3: (61.33..74.0]', 'A6: (33.65..37.77]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (84.5..107.0]', 'A7: (-inf..0.21]', not 'A3: (-inf..49.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (84.5..107.0]', 'A6: (28.63..33.65]', 'A7: (0.83..+inf)', not 'A3: (61.33..74.0]' => 'A8: (-inf..29.5]'
c1 rule: 'A4: (32.0..40.33]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]', not 'A3: (85.67..98.67]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]', not 'A4: (-inf..15.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', 'A7: (-inf..0.21]', not 'A4: (-inf..15.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', 'A7: (-inf..0.21]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', 'A7: (-inf..0.21]', not 'A1: (5.33..8.0]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A3: (74.0..85.67]', 'A6: (28.63..33.65]', not 'A7: (0.32..0.45]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (-inf..84.5]', 'A3: (61.33..74.0]', 'A6: (33.65..37.77]', not 'A7: (0.61..0.83]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (-inf..84.5]', 'A4: (23.67..32.0]', not 'A3: (61.33..74.0]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A3: (74.0..85.67]', 'A4: (23.67..32.0]', 'A7: (0.32..0.45]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A3: (74.0..85.67]', 'A5: (-inf..58.83]', 'A6: (33.65..37.77]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A4: (23.67..32.0]', 'A6: (24.42..28.63]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (107.0..129.5]', 'A7: (0.32..0.45]', not 'A3: (85.67..98.67]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A5: (-inf..58.83]', 'A7: (0.32..0.45]', not 'A4: (23.67..32.0]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (84.5..107.0]', 'A4: (32.0..40.33]', 'A7: (0.32..0.45]', not 'A1: (10.67..13.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A7: (0.21..0.32]', not 'A3: (74.0..85.67]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A3: (61.33..74.0]', 'A6: (24.42..28.63]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (-inf..84.5]', 'A3: (61.33..74.0]', not 'A4: (-inf..15.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (61.33..74.0]', 'A4: (23.67..32.0]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (-inf..2.67]', 'A3: (61.33..74.0]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A3: (61.33..74.0]', 'A4: (23.67..32.0]', 'A7: (0.21..0.32]' => 'A8: (-inf..29.5]'
c1 rule: 'A3: (61.33..74.0]', 'A5: (93.33..151.0]', 'A6: (33.65..37.77]', 'A7: (0.61..0.83]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (107.0..129.5]', 'A3: (61.33..74.0]', 'A5: (-inf..58.83]', 'A7: (0.45..0.61]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A3: (61.33..74.0]', 'A6: (33.65..37.77]' => 'A8: (-inf..29.5]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A7: (0.21..0.32]', not 'A4: (23.67..32.0]', not 'A5: (58.83..93.33]' => 'A8: (-inf..29.5]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (61.33..74.0]', 'A5: (-inf..58.83]', 'A6: (28.63..33.65]', 'A7: (0.32..0.45]' => 'A8: (-inf..29.5]'
c1 # of rules: 170
c1 rule time: 0.8886

c1 computing class: (29.5..38.0]
c1 discrimination constraints: 475h
c1 coverage constraints: 125v+5376h
c1 formula: 221v, 5995c (5899h+96s)
c1 enumerating rules (maxsat-based)
c1 rule: 'A3: (-inf..49.33]', 'A4: (32.0..40.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A5: (58.83..93.33]', 'A6: (42.68..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A3: (-inf..49.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (48.67..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (85.67..98.67]', 'A4: (48.67..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (32.0..40.33]', 'A6: (-inf..24.42]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A5: (311.33..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A3: (-inf..49.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (13.33..+inf)', 'A5: (-inf..58.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (98.67..+inf)', 'A6: (24.42..28.63]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A5: (93.33..151.0]', 'A6: (42.68..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A6: (-inf..24.42]', not 'A5: (-inf..58.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (-inf..84.5]', 'A6: (33.65..37.77]', 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A6: (33.65..37.77]', 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A5: (151.0..208.0]', 'A6: (33.65..37.77]', 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A5: (151.0..208.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A4: (-inf..15.33]', 'A5: (151.0..208.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (174.5..+inf)', 'A4: (-inf..15.33]', 'A5: (93.33..151.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (174.5..+inf)', 'A5: (93.33..151.0]', not 'A4: (32.0..40.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (174.5..+inf)', 'A5: (208.0..311.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A5: (311.33..+inf)', 'A7: (0.83..+inf)', not 'A4: (40.33..48.67]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A3: (49.33..61.33]', 'A5: (311.33..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A5: (311.33..+inf)', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (-inf..49.33]', not 'A1: (-inf..2.67]', not 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A4: (23.67..32.0]', 'A6: (37.77..42.68]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A6: (42.68..+inf)', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (23.67..32.0]', 'A6: (24.42..28.63]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A3: (61.33..74.0]', 'A5: (208.0..311.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (-inf..15.33]', 'A5: (208.0..311.33]', not 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (152.0..174.5]', 'A4: (23.67..32.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (61.33..74.0]', 'A4: (23.67..32.0]', 'A5: (208.0..311.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A5: (208.0..311.33]', 'A6: (28.63..33.65]', not 'A3: (74.0..85.67]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A3: (61.33..74.0]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (85.67..98.67]', 'A6: (-inf..24.42]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (129.5..152.0]', 'A3: (49.33..61.33]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A5: (208.0..311.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (85.67..98.67]', 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A3: (49.33..61.33]', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (23.67..32.0]', 'A6: (42.68..+inf)', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A2: (-inf..84.5]', 'A4: (23.67..32.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A2: (-inf..84.5]', 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (-inf..84.5]', 'A3: (85.67..98.67]', not 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (-inf..49.33]', 'A6: (24.42..28.63]', not 'A1: (-inf..2.67]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (-inf..49.33]', 'A6: (28.63..33.65]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A3: (-inf..49.33]', not 'A6: (-inf..24.42]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (15.33..23.67]', 'A5: (-inf..58.83]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (61.33..74.0]', 'A4: (15.33..23.67]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A4: (15.33..23.67]', 'A6: (24.42..28.63]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A4: (15.33..23.67]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A2: (107.0..129.5]', 'A5: (151.0..208.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A4: (32.0..40.33]', not 'A6: (28.63..33.65]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A2: (129.5..152.0]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (129.5..152.0]', 'A6: (42.68..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (-inf..84.5]', 'A6: (42.68..+inf)', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (40.33..48.67]', 'A5: (58.83..93.33]', not 'A1: (-inf..2.67]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (32.0..40.33]', 'A6: (33.65..37.77]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A3: (85.67..98.67]', 'A4: (32.0..40.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A6: (37.77..42.68]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A6: (37.77..42.68]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (-inf..15.33]', 'A6: (37.77..42.68]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A4: (-inf..15.33]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A6: (37.77..42.68]', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (74.0..85.67]', 'A5: (151.0..208.0]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A3: (49.33..61.33]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (8.0..10.67]', 'A2: (84.5..107.0]', 'A6: (24.42..28.63]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (174.5..+inf)', 'A3: (61.33..74.0]', 'A5: (151.0..208.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (-inf..15.33]', 'A5: (151.0..208.0]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A6: (42.68..+inf)', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (10.67..13.33]', 'A2: (129.5..152.0]', 'A6: (28.63..33.65]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A6: (-inf..24.42]', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (-inf..49.33]', 'A6: (42.68..+inf)', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (174.5..+inf)', 'A5: (208.0..311.33]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (152.0..174.5]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (-inf..84.5]', 'A6: (37.77..42.68]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (10.67..13.33]', 'A3: (61.33..74.0]', 'A6: (28.63..33.65]', not 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (10.67..13.33]', 'A3: (61.33..74.0]', 'A6: (28.63..33.65]', not 'A2: (-inf..84.5]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', not 'A3: (61.33..74.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', not 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (107.0..129.5]', 'A6: (24.42..28.63]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (-inf..15.33]', 'A5: (58.83..93.33]', not 'A1: (-inf..2.67]', not 'A2: (107.0..129.5]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A4: (-inf..15.33]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (84.5..107.0]', 'A6: (24.42..28.63]', not 'A4: (23.67..32.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (23.67..32.0]', 'A6: (24.42..28.63]', not 'A3: (61.33..74.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A5: (-inf..58.83]', 'A7: (0.61..0.83]', not 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (107.0..129.5]', 'A3: (85.67..98.67]', 'A5: (-inf..58.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (-inf..15.33]', 'A6: (37.77..42.68]', not 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A4: (15.33..23.67]', 'A6: (33.65..37.77]', not 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A4: (15.33..23.67]', 'A5: (93.33..151.0]', 'A6: (24.42..28.63]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (15.33..23.67]', 'A7: (0.32..0.45]', not 'A3: (49.33..61.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A3: (61.33..74.0]', 'A6: (28.63..33.65]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (152.0..174.5]', 'A4: (-inf..15.33]', 'A6: (33.65..37.77]', not 'A3: (98.67..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A3: (61.33..74.0]', 'A4: (-inf..15.33]', 'A6: (28.63..33.65]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A4: (32.0..40.33]', 'A5: (-inf..58.83]', 'A6: (37.77..42.68]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A4: (32.0..40.33]', 'A5: (-inf..58.83]', not 'A6: (33.65..37.77]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (129.5..152.0]', 'A6: (37.77..42.68]', not 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A3: (74.0..85.67]', 'A6: (-inf..24.42]', 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (5.33..8.0]', 'A2: (84.5..107.0]', 'A3: (74.0..85.67]', 'A6: (-inf..24.42]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A5: (-inf..58.83]', 'A6: (28.63..33.65]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A6: (28.63..33.65]', 'A7: (0.83..+inf)', not 'A5: (93.33..151.0]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (-inf..2.67]', 'A5: (93.33..151.0]', 'A6: (28.63..33.65]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (-inf..84.5]', 'A3: (61.33..74.0]', 'A4: (23.67..32.0]', 'A7: (0.32..0.45]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (-inf..2.67]', 'A2: (129.5..152.0]', 'A3: (85.67..98.67]', 'A7: (0.61..0.83]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A5: (-inf..58.83]', 'A7: (0.83..+inf)' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (-inf..2.67]', 'A5: (93.33..151.0]', 'A6: (33.65..37.77]', 'A7: (0.45..0.61]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (107.0..129.5]', 'A4: (-inf..15.33]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A3: (74.0..85.67]', 'A4: (-inf..15.33]', 'A6: (28.63..33.65]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (84.5..107.0]', 'A6: (28.63..33.65]', 'A7: (-inf..0.21]', not 'A4: (-inf..15.33]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (107.0..129.5]', 'A3: (61.33..74.0]', 'A4: (-inf..15.33]', 'A6: (24.42..28.63]', 'A7: (0.21..0.32]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A3: (74.0..85.67]', 'A4: (-inf..15.33]', 'A6: (28.63..33.65]', 'A7: (-inf..0.21]' => 'A8: (29.5..38.0]'
c1 rule: 'A2: (84.5..107.0]', 'A4: (-inf..15.33]', 'A7: (0.83..+inf)', not 'A1: (10.67..13.33]', not 'A6: (37.77..42.68]' => 'A8: (29.5..38.0]'
c1 rule: 'A1: (2.67..5.33]', 'A2: (107.0..129.5]', 'A6: (24.42..28.63]', 'A7: (-inf..0.21]', not 'A5: (93.33..151.0]' => 'A8: (29.5..38.0]'
c1 # of rules: 113
c1 rule time: 0.5057

c1 computing class: (38.0..46.5]
c1 discrimination constraints: 508h
c1 coverage constraints: 92v+3957h
c1 formula: 188v, 4609c (4513h+96s)
c1 enumerating rules (maxsat-based)
c1 rule: 'A3: (98.67..+inf)', 'A7: (0.32..0.45]' => 'A8: (38.0..46.5]'
c1 rule: 'A1: (13.33..+inf)', 'A7: (0.32..0.45]' => 'A8: (38.0..46.5]'
c1 rule: 'A1: (5.33..8.0]', 'A4: (48.67..+inf)' => 'A8: (38.0..46.5]'
